tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
194,10/1/2024 8:36,10/1/2024 8:40,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,935
882,10/1/2024 8:38,10/1/2024 8:52,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,1111
4162,10/1/2024 8:45,10/1/2024 9:54,115,Porter Square Station,42.387995,-71.119084,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,897
536,10/1/2024 8:49,10/1/2024 8:58,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,935
539,10/1/2024 8:51,10/1/2024 9:00,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1041
669,10/1/2024 8:56,10/1/2024 9:07,Ah,Arnhem Centraal,51.985,5.898611,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,943
224,10/1/2024 8:56,10/1/2024 9:00,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,914
445,10/1/2024 9:06,10/1/2024 9:14,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,771
439,10/1/2024 9:07,10/1/2024 9:14,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1092
104,10/1/2024 9:12,10/1/2024 9:14,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,681
825,10/1/2024 9:13,10/1/2024 9:27,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,822
350,10/1/2024 9:18,10/1/2024 9:24,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,714
761,10/1/2024 9:19,10/1/2024 9:32,Ut,Utrecht Centraal,52.089444,5.110278,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,971
436,10/1/2024 9:21,10/1/2024 9:28,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1100
749,10/1/2024 9:32,10/1/2024 9:44,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1107
440,10/1/2024 9:45,10/1/2024 9:53,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1097
497,10/1/2024 9:47,10/1/2024 9:55,GV,The Hague Hollands Spoor,52.070833,4.322222,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,883
466,10/1/2024 9:47,10/1/2024 9:55,Ut,Utrecht Centraal,52.089444,5.110278,107,Ames St at Main St,42.3625,-71.08822,898
413,10/1/2024 9:48,10/1/2024 9:55,GV,The Hague Hollands Spoor,52.070833,4.322222,107,Ames St at Main St,42.3625,-71.08822,1296
739,10/1/2024 9:49,10/1/2024 10:01,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,637
972,10/1/2024 9:50,10/1/2024 10:06,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,107,Ames St at Main St,42.3625,-71.08822,1281
95,10/1/2024 9:53,10/1/2024 9:54,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,881
276,10/1/2024 9:54,10/1/2024 9:58,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1268
256,10/1/2024 9:54,10/1/2024 9:58,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,966
563,10/1/2024 10:00,10/1/2024 10:09,Rtd,Rotterdam Centraal,51.9225,4.467167,107,Ames St at Main St,42.3625,-71.08822,670
126,10/1/2024 10:07,10/1/2024 10:09,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,886
552,10/1/2024 10:08,10/1/2024 10:17,GV,The Hague Hollands Spoor,52.070833,4.322222,107,Ames St at Main St,42.3625,-71.08822,636
183,10/1/2024 10:11,10/1/2024 10:14,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1078
1491,10/1/2024 10:14,10/1/2024 10:39,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1096
404,10/1/2024 10:19,10/1/2024 10:26,Rtb,Rotterdam Blaak,51.920582,4.486082,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1097
408,10/1/2024 10:24,10/1/2024 10:31,Rtd,Rotterdam Centraal,51.9225,4.467167,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1074
776,10/1/2024 10:25,10/1/2024 10:38,Ut,Utrecht Centraal,52.089444,5.110278,107,Ames St at Main St,42.3625,-71.08822,1275
1460,10/1/2024 10:40,10/1/2024 11:04,Rtd,Rotterdam Centraal,51.9225,4.467167,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1057
476,10/1/2024 10:40,10/1/2024 10:48,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,943
231,10/1/2024 10:42,10/1/2024 10:45,Ah,Arnhem Centraal,51.985,5.898611,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1078
5934,10/1/2024 10:45,10/1/2024 12:24,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1077
695,10/1/2024 10:46,10/1/2024 10:58,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,739
796,10/1/2024 10:48,10/1/2024 11:01,Ah,Arnhem Centraal,51.985,5.898611,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1299
430,10/1/2024 10:51,10/1/2024 10:58,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,863
625,10/1/2024 10:55,10/1/2024 11:06,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1294
5244,10/1/2024 10:56,10/1/2024 12:24,Uto,Utrecht Overvecht,52.113333,5.111111,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1074
764,10/1/2024 11:08,10/1/2024 11:21,Asdz,Amsterdam Zuid,52.338602,4.871978,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,739
515,10/1/2024 11:13,10/1/2024 11:22,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,641
331,10/1/2024 11:28,10/1/2024 11:34,Asdz,Amsterdam Zuid,52.338602,4.871978,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1268
621,10/1/2024 11:30,10/1/2024 11:40,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1299
529,10/1/2024 11:32,10/1/2024 11:41,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1267
492,10/1/2024 11:44,10/1/2024 11:52,Gvc,The Hague Centraal,52.084167,4.324722,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1056
386,10/1/2024 11:53,10/1/2024 12:00,Rtb,Rotterdam Blaak,51.920582,4.486082,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1313
516,10/1/2024 11:59,10/1/2024 12:08,Nm,Nijmegen Station,51.841111,5.854167,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1056
89,10/1/2024 12:01,10/1/2024 12:03,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,718
952,10/1/2024 12:03,10/1/2024 12:19,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,863
574,10/1/2024 12:10,10/1/2024 12:20,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1097
610,10/1/2024 12:11,10/1/2024 12:21,115,Porter Square Station,42.387995,-71.119084,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,940
289,10/1/2024 12:22,10/1/2024 12:27,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1057
293,10/1/2024 12:23,10/1/2024 12:28,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,756
1054,10/1/2024 12:26,10/1/2024 12:43,Asd,Amsterdam Centraal,52.379189,4.899431,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1111
423,10/1/2024 12:35,10/1/2024 12:42,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,813
574,10/1/2024 12:39,10/1/2024 12:49,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,971
1229,10/1/2024 12:41,10/1/2024 13:02,Ams,Amsterdam Amstel,52.346587,4.918684,115,Porter Square Station,42.387995,-71.119084,935
435,10/1/2024 12:44,10/1/2024 12:51,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,647
603,10/1/2024 12:44,10/1/2024 12:54,Ams,Amsterdam Amstel,52.346587,4.918684,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,780
318,10/1/2024 12:45,10/1/2024 12:51,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,908
402,10/1/2024 12:47,10/1/2024 12:53,Ut,Utrecht Centraal,52.089444,5.110278,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1308
580,10/1/2024 12:49,10/1/2024 12:59,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,652
821,10/1/2024 12:49,10/1/2024 13:03,Uto,Utrecht Overvecht,52.113333,5.111111,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,702
396,10/1/2024 13:00,10/1/2024 13:07,Ah,Arnhem Centraal,51.985,5.898611,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,739
533,10/1/2024 13:05,10/1/2024 13:14,Rtb,Rotterdam Blaak,51.920582,4.486082,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,782
162,10/1/2024 13:05,10/1/2024 13:08,Uto,Utrecht Overvecht,52.113333,5.111111,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1107
748,10/1/2024 13:06,10/1/2024 13:18,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,875
1278,10/1/2024 13:19,10/1/2024 13:40,Gvc,The Hague Centraal,52.084167,4.324722,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1077
3763,10/1/2024 13:22,10/1/2024 14:25,Asd,Amsterdam Centraal,52.379189,4.899431,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,771
827,10/1/2024 13:24,10/1/2024 13:37,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,142,Alewife Station at Russell Field,42.396105,-71.139459,882
779,10/1/2024 13:30,10/1/2024 13:43,Asdz,Amsterdam Zuid,52.338602,4.871978,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,641
136,10/1/2024 13:38,10/1/2024 13:40,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,909
484,10/1/2024 13:38,10/1/2024 13:46,Ut,Utrecht Centraal,52.089444,5.110278,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,908
521,10/1/2024 13:39,10/1/2024 13:48,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,898
483,10/1/2024 13:39,10/1/2024 13:47,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,653
328,10/1/2024 13:40,10/1/2024 13:46,Rtb,Rotterdam Blaak,51.920582,4.486082,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1268
962,10/1/2024 13:41,10/1/2024 13:57,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1310
207,10/1/2024 13:47,10/1/2024 13:51,Asd,Amsterdam Centraal,52.379189,4.899431,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1057
944,10/1/2024 13:48,10/1/2024 14:04,Asdz,Amsterdam Zuid,52.338602,4.871978,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1100
301,10/1/2024 14:08,10/1/2024 14:13,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,658
138,10/1/2024 14:10,10/1/2024 14:12,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1077
280,10/1/2024 14:31,10/1/2024 14:36,Ams,Amsterdam Amstel,52.346587,4.918684,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,971
495,10/1/2024 14:46,10/1/2024 14:54,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,141,Kendall Street,42.36356016,-71.08216792,1015
972,10/1/2024 15:12,10/1/2024 15:28,Ah,Arnhem Centraal,51.985,5.898611,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1299
469,10/1/2024 15:18,10/1/2024 15:26,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1141
1065,10/1/2024 15:21,10/1/2024 15:39,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,906
204,10/1/2024 15:44,10/1/2024 15:47,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1291
1621,10/1/2024 15:49,10/1/2024 16:16,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1264
1553,10/1/2024 15:50,10/1/2024 16:16,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1307
621,10/1/2024 15:52,10/1/2024 16:02,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,653
596,10/1/2024 15:54,10/1/2024 16:04,Ams,Amsterdam Amstel,52.346587,4.918684,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1041
2085,10/1/2024 16:14,10/1/2024 16:49,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,640
509,10/1/2024 16:17,10/1/2024 16:25,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1089
380,10/1/2024 16:18,10/1/2024 16:24,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,898
1730,10/1/2024 16:20,10/1/2024 16:49,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1307
1677,10/1/2024 16:20,10/1/2024 16:48,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1264
723,10/1/2024 16:24,10/1/2024 16:36,Asdz,Amsterdam Zuid,52.338602,4.871978,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1291
204,10/1/2024 16:27,10/1/2024 16:31,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,741
208,10/1/2024 16:33,10/1/2024 16:37,Gvc,The Hague Centraal,52.084167,4.324722,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,875
363,10/1/2024 16:36,10/1/2024 16:42,Asdz,Amsterdam Zuid,52.338602,4.871978,117,Binney St / Sixth St,42.366095,-71.086388,914
461,10/1/2024 16:47,10/1/2024 16:54,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,670
860,10/1/2024 16:49,10/1/2024 17:03,Asd,Amsterdam Centraal,52.379189,4.899431,107,Ames St at Main St,42.3625,-71.08822,1281
258,10/1/2024 16:51,10/1/2024 16:55,Asdz,Amsterdam Zuid,52.338602,4.871978,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,875
414,10/1/2024 16:52,10/1/2024 16:59,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,714
828,10/1/2024 16:53,10/1/2024 17:07,Asd,Amsterdam Centraal,52.379189,4.899431,143,EF - North Point Park,42.369885,-71.069957,1296
348,10/1/2024 16:55,10/1/2024 17:01,Uto,Utrecht Overvecht,52.113333,5.111111,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,971
334,10/1/2024 16:55,10/1/2024 17:01,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,966
435,10/1/2024 17:03,10/1/2024 17:10,Asd,Amsterdam Centraal,52.379189,4.899431,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,636
486,10/1/2024 17:04,10/1/2024 17:12,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,1325
1158,10/1/2024 17:08,10/1/2024 17:27,Uto,Utrecht Overvecht,52.113333,5.111111,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,906
184,10/1/2024 17:09,10/1/2024 17:12,Ams,Amsterdam Amstel,52.346587,4.918684,107,Ames St at Main St,42.3625,-71.08822,943
336,10/1/2024 17:11,10/1/2024 17:16,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,718
981,10/1/2024 17:11,10/1/2024 17:27,Nm,Nijmegen Station,51.841111,5.854167,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,895
452,10/1/2024 17:15,10/1/2024 17:22,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,685
427,10/1/2024 17:15,10/1/2024 17:22,Uto,Utrecht Overvecht,52.113333,5.111111,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,857
689,10/1/2024 17:28,10/1/2024 17:39,Ah,Arnhem Centraal,51.985,5.898611,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,658
449,10/1/2024 17:31,10/1/2024 17:39,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,1041
271,10/1/2024 17:33,10/1/2024 17:37,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,647
472,10/1/2024 17:38,10/1/2024 17:46,Uto,Utrecht Overvecht,52.113333,5.111111,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1057
744,10/1/2024 17:39,10/1/2024 17:52,Asdz,Amsterdam Zuid,52.338602,4.871978,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1006
184,10/1/2024 17:42,10/1/2024 17:45,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,862
812,10/1/2024 17:49,10/1/2024 18:02,Uto,Utrecht Overvecht,52.113333,5.111111,115,Porter Square Station,42.387995,-71.119084,852
554,10/1/2024 17:53,10/1/2024 18:02,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,764
507,10/1/2024 17:56,10/1/2024 18:05,Ah,Arnhem Centraal,51.985,5.898611,115,Porter Square Station,42.387995,-71.119084,762
380,10/1/2024 17:58,10/1/2024 18:05,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,660
187,10/1/2024 18:01,10/1/2024 18:05,Ams,Amsterdam Amstel,52.346587,4.918684,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,780
628,10/1/2024 18:05,10/1/2024 18:16,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,897
2199,10/1/2024 18:07,10/1/2024 18:43,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,822
1466,10/1/2024 18:09,10/1/2024 18:33,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,890
384,10/1/2024 18:16,10/1/2024 18:22,Ut,Utrecht Centraal,52.089444,5.110278,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1046
489,10/1/2024 18:18,10/1/2024 18:26,Gvc,The Hague Centraal,52.084167,4.324722,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,647
