"startStationID","startStationName","startstationlatitude","startstationlongitude","endstationid","endstationname","endstationlatitude","endstationlongitude","bikeid"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtd","Rotterdam Centraal","51.9225","4.467167","1748"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1940"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1895"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1949"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1209"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1799"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1133"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1326"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1399"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1768"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1210"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1783"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1909"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1191"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1633"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1832"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1262"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1512"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1151"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Uto","Utrecht Overvecht","52.113333","5.111111","1028"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1047"
"Nm","Nijmegen Station","51.841111","5.854167","Gvc","The Hague Centraal","52.084167","4.324722","1314"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1305"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1434"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1210"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1039"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1797"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1678"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1376"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtb","Rotterdam Blaak","51.920582","4.486082","1820"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1955"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1244"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1367"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1827"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1192"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1662"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1090"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1095"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1067"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1912"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1113"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1739"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1026"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1406"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1106"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1504"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1185"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1094"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1345"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1117"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1184"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1054"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1052"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1553"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1032"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1773"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1778"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1159"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1825"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1325"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1225"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1828"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1211"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1200"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1844"
"Nm","Nijmegen Station","51.841111","5.854167","Rtb","Rotterdam Blaak","51.920582","4.486082","1314"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1616"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1177"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1663"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1898"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1875"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1888"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1933"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1269"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1418"
"Nm","Nijmegen Station","51.841111","5.854167","Asd","Amsterdam Centraal","52.379189","4.899431","1540"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1276"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1064"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1003"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1855"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1079"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1731"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1406"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1880"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1984"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1600"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1452"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1095"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1906"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1731"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1522"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1482"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1754"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1697"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1476"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1771"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1270"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1108"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1988"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1716"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1500"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1574"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1367"
"Ut","Utrecht Centraal","52.089444","5.110278","GV","The Hague Hollands Spoor","52.070833","4.322222","1760"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1496"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1305"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1388"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1507"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1466"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1654"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1797"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1484"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1233"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1333"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1164"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1080"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1037"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1161"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1603"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1552"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1188"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1355"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1264"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1897"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1359"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1034"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1187"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1418"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1485"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1928"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1589"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1210"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1190"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1360"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1176"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1244"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1405"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1599"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1738"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1586"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1058"
"Nm","Nijmegen Station","51.841111","5.854167","Asd","Amsterdam Centraal","52.379189","4.899431","1947"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1638"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1515"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1602"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1341"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1186"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1135"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ah","Arnhem Centraal","51.985","5.898611","1785"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1538"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1737"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1059"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ah","Arnhem Centraal","51.985","5.898611","1671"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1061"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1675"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ams","Amsterdam Amstel","52.346587","4.918684","1174"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1335"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1360"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1476"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1087"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1963"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Gvc","The Hague Centraal","52.084167","4.324722","1021"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1149"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1647"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1331"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1026"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1459"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1003"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1310"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1027"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1956"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1413"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1057"
"Gvc","The Hague Centraal","52.084167","4.324722","Ut","Utrecht Centraal","52.089444","5.110278","1681"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1815"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1914"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1939"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1429"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1795"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1606"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1396"
